Record,Date & Time, Int temp, Int pressure, Dome temp,
1410027,2/26/23 3:47 AM,3.42E+01,4.05E-03,3.48E+01,0.00E+00
1410028,2/26/23 3:48 AM,3.32E+01,5.50E-03,3.54E+01,0.00E+00
1410029,2/26/23 3:49 AM,3.28E+01,1.28E-01,4.99E+01,0.00E+00
1410030,2/26/23 3:50 AM,1.08E+02,2.85E-01,9.13E+01,0.00E+00
1410031,2/26/23 3:51 AM,1.11E+02,4.21E-01,9.87E+01,0.00E+00
1410032,2/26/23 3:52 AM,1.14E+02,5.41E-01,1.04E+02,0.00E+00
1410033,2/26/23 3:53 AM,1.16E+02,6.65E-01,1.08E+02,0.00E+00
1410034,2/26/23 3:54 AM,1.18E+02,7.97E-01,1.11E+02,0.00E+00
1410035,2/26/23 3:55 AM,1.21E+02,9.46E-01,1.15E+02,0.00E+00
1410036,2/26/23 3:56 AM,1.23E+02,1.12E+00,1.18E+02,0.00E+00
1410037,2/26/23 3:57 AM,1.26E+02,1.29E+00,1.21E+02,0.00E+00
1410038,2/26/23 3:58 AM,1.28E+02,1.49E+00,1.24E+02,0.00E+00
1410039,2/26/23 3:59 AM,1.31E+02,1.69E+00,1.28E+02,0.00E+00
1410040,2/26/23 4:00 AM,1.33E+02,1.93E+00,1.31E+02,0.00E+00
1410041,2/26/23 4:01 AM,1.36E+02,2.18E+00,1.34E+02,0.00E+00
1410042,2/26/23 4:02 AM,1.39E+02,2.43E+00,1.36E+02,0.00E+00
1410043,2/26/23 4:03 AM,1.42E+02,2.71E+00,1.39E+02,0.00E+00
1410044,2/26/23 4:04 AM,1.44E+02,2.98E+00,1.41E+02,0.00E+00
1410045,2/26/23 4:05 AM,1.47E+02,3.26E+00,1.44E+02,0.00E+00
1410046,2/26/23 4:06 AM,1.49E+02,3.57E+00,1.46E+02,0.00E+00
1410047,2/26/23 4:07 AM,1.51E+02,3.82E+00,1.47E+02,0.00E+00
1410048,2/26/23 4:08 AM,1.50E+02,3.63E+00,1.47E+02,0.00E+00
1410049,2/26/23 4:09 AM,1.49E+02,3.49E+00,1.46E+02,0.00E+00
1410050,2/26/23 4:10 AM,1.48E+02,3.42E+00,1.45E+02,0.00E+00
1410051,2/26/23 4:11 AM,1.48E+02,3.38E+00,1.45E+02,0.00E+00
1410052,2/26/23 4:12 AM,1.48E+02,3.37E+00,1.45E+02,0.00E+00
1410053,2/26/23 4:13 AM,1.46E+02,3.39E+00,1.44E+02,0.00E+00
1410054,2/26/23 4:14 AM,1.43E+02,3.42E+00,1.45E+02,0.00E+00
1410055,2/26/23 4:17 AM,1.35E+02,3.36E+00,1.40E+02,0.00E+00
1410056,2/26/23 4:18 AM,1.37E+02,3.45E+00,1.45E+02,0.00E+00
1410057,2/26/23 4:19 AM,1.33E+02,3.48E+00,1.46E+02,0.00E+00
1410058,2/26/23 4:20 AM,1.30E+02,3.52E+00,1.47E+02,0.00E+00
1410059,2/26/23 4:21 AM,1.27E+02,3.57E+00,1.47E+02,0.00E+00
1410060,2/26/23 4:22 AM,1.34E+02,3.64E+00,1.48E+02,0.00E+00
1410061,2/26/23 4:23 AM,1.50E+02,3.74E+00,1.48E+02,0.00E+00
1410062,2/26/23 4:24 AM,1.52E+02,3.88E+00,1.49E+02,0.00E+00
1410063,2/26/23 4:25 AM,1.53E+02,4.06E+00,1.50E+02,0.00E+00
1410064,2/26/23 4:26 AM,1.54E+02,4.25E+00,1.51E+02,0.00E+00
1410065,2/26/23 4:27 AM,1.56E+02,4.56E+00,1.52E+02,0.00E+00
1410066,2/26/23 4:28 AM,1.57E+02,4.83E+00,1.53E+02,0.00E+00
1410067,2/26/23 4:29 AM,1.59E+02,5.11E+00,1.56E+02,0.00E+00
1410068,2/26/23 4:30 AM,1.61E+02,5.37E+00,1.58E+02,0.00E+00
1410069,2/26/23 4:31 AM,1.63E+02,5.67E+00,1.59E+02,0.00E+00
1410070,2/26/23 4:32 AM,1.64E+02,5.84E+00,1.61E+02,0.00E+00
1410071,2/26/23 4:33 AM,1.65E+02,5.91E+00,1.63E+02,0.00E+00
1410072,2/26/23 4:34 AM,1.65E+02,5.85E+00,1.64E+02,0.00E+00
1410073,2/26/23 4:35 AM,1.65E+02,5.84E+00,1.63E+02,0.00E+00
1410074,2/26/23 4:36 AM,1.65E+02,5.96E+00,1.64E+02,0.00E+00
1410075,2/26/23 4:37 AM,1.66E+02,6.12E+00,1.65E+02,0.00E+00
1410076,2/26/23 4:38 AM,1.66E+02,6.09E+00,1.65E+02,0.00E+00
1410077,2/26/23 4:39 AM,1.66E+02,6.08E+00,1.65E+02,0.00E+00
1410078,2/26/23 4:40 AM,1.66E+02,6.07E+00,1.65E+02,0.00E+00
1410079,2/26/23 4:41 AM,1.66E+02,6.14E+00,1.65E+02,0.00E+00
1410080,2/26/23 4:42 AM,1.67E+02,6.19E+00,1.66E+02,0.00E+00
1410081,2/26/23 4:43 AM,1.66E+02,6.11E+00,1.65E+02,0.00E+00
1410082,2/26/23 4:44 AM,1.66E+02,6.04E+00,1.64E+02,0.00E+00
1410083,2/26/23 4:45 AM,1.66E+02,6.09E+00,1.65E+02,0.00E+00
1410084,2/26/23 4:46 AM,1.67E+02,6.16E+00,1.65E+02,0.00E+00
1410085,2/26/23 4:47 AM,1.66E+02,6.14E+00,1.65E+02,0.00E+00
1410086,2/26/23 4:48 AM,1.66E+02,6.03E+00,1.64E+02,0.00E+00
1410087,2/26/23 4:49 AM,1.65E+02,5.96E+00,1.62E+02,0.00E+00
1410088,2/26/23 4:50 AM,1.65E+02,5.97E+00,1.63E+02,0.00E+00
1410089,2/26/23 4:51 AM,1.66E+02,6.04E+00,1.64E+02,0.00E+00
1410090,2/26/23 4:52 AM,1.66E+02,6.06E+00,1.65E+02,0.00E+00
1410091,2/26/23 4:53 AM,1.65E+02,5.98E+00,1.64E+02,0.00E+00
1410092,2/26/23 4:54 AM,1.65E+02,5.91E+00,1.62E+02,0.00E+00
1410093,2/26/23 4:55 AM,1.65E+02,5.92E+00,1.63E+02,0.00E+00
1410094,2/26/23 4:56 AM,1.65E+02,5.93E+00,1.63E+02,0.00E+00
1410095,2/26/23 4:57 AM,1.65E+02,5.94E+00,1.64E+02,0.00E+00
1410096,2/26/23 4:58 AM,1.65E+02,5.93E+00,1.64E+02,0.00E+00
1410097,2/26/23 4:59 AM,1.65E+02,5.87E+00,1.63E+02,0.00E+00
1410098,2/26/23 5:00 AM,1.65E+02,5.83E+00,1.63E+02,0.00E+00
1410099,2/26/23 5:01 AM,1.62E+02,5.79E+00,1.62E+02,0.00E+00
1410100,2/26/23 5:02 AM,1.58E+02,5.77E+00,1.62E+02,0.00E+00
1410101,2/26/23 5:03 AM,1.52E+02,5.85E+00,1.63E+02,0.00E+00
1410102,2/26/23 5:04 AM,1.60E+02,5.90E+00,1.64E+02,0.00E+00
1410103,2/26/23 5:05 AM,1.62E+02,5.85E+00,1.63E+02,0.00E+00
1410104,2/26/23 5:06 AM,1.57E+02,5.80E+00,1.63E+02,0.00E+00
1410105,2/26/23 5:07 AM,1.52E+02,5.73E+00,1.62E+02,0.00E+00
1410106,2/26/23 5:08 AM,1.47E+02,5.76E+00,1.62E+02,0.00E+00
1410107,2/26/23 5:09 AM,1.42E+02,5.83E+00,1.63E+02,0.00E+00
1410108,2/26/23 5:10 AM,1.37E+02,5.85E+00,1.64E+02,0.00E+00
1410109,2/26/23 5:11 AM,1.40E+02,5.76E+00,1.62E+02,0.00E+00
1410110,2/26/23 5:12 AM,1.35E+02,5.67E+00,1.60E+02,0.00E+00
1410111,2/26/23 5:13 AM,1.31E+02,5.62E+00,1.59E+02,0.00E+00
1410112,2/26/23 5:14 AM,1.28E+02,5.68E+00,1.61E+02,0.00E+00
1410113,2/26/23 5:15 AM,1.27E+02,5.84E+00,1.63E+02,0.00E+00
1410114,2/26/23 5:16 AM,1.32E+02,5.82E+00,1.64E+02,0.00E+00
1410115,2/26/23 5:17 AM,1.26E+02,5.71E+00,1.61E+02,0.00E+00
1410116,2/26/23 5:18 AM,1.22E+02,5.63E+00,1.59E+02,0.00E+00
1410117,2/26/23 5:19 AM,1.19E+02,5.55E+00,1.58E+02,0.00E+00
1410118,2/26/23 5:20 AM,1.17E+02,5.51E+00,1.58E+02,0.00E+00
1410119,2/26/23 5:21 AM,1.14E+02,5.66E+00,1.61E+02,0.00E+00
1410120,2/26/23 5:22 AM,1.14E+02,5.93E+00,1.64E+02,0.00E+00
1410121,2/26/23 5:23 AM,1.23E+02,5.77E+00,1.63E+02,0.00E+00
1410122,2/26/23 5:24 AM,1.16E+02,5.67E+00,1.61E+02,0.00E+00
1410123,2/26/23 5:25 AM,1.12E+02,5.59E+00,1.60E+02,0.00E+00
1410124,2/26/23 5:26 AM,1.10E+02,5.50E+00,1.59E+02,0.00E+00
1410125,2/26/23 5:27 AM,1.07E+02,5.42E+00,1.58E+02,0.00E+00
1410126,2/26/23 5:28 AM,1.05E+02,5.40E+00,1.57E+02,0.00E+00
1410127,2/26/23 5:29 AM,1.03E+02,5.62E+00,1.61E+02,0.00E+00
1410128,2/26/23 5:30 AM,1.03E+02,5.90E+00,1.64E+02,0.00E+00
1410129,2/26/23 5:31 AM,1.17E+02,5.75E+00,1.63E+02,0.00E+00
1410130,2/26/23 5:32 AM,1.08E+02,5.66E+00,1.62E+02,0.00E+00
1410131,2/26/23 5:33 AM,1.04E+02,5.61E+00,1.61E+02,0.00E+00
1410132,2/26/23 5:34 AM,1.02E+02,5.76E+00,1.63E+02,0.00E+00
1410133,2/26/23 5:35 AM,1.04E+02,5.91E+00,1.64E+02,0.00E+00
1410134,2/26/23 5:36 AM,1.01E+02,5.72E+00,1.62E+02,0.00E+00
1410135,2/26/23 5:37 AM,9.79E+01,5.64E+00,1.61E+02,0.00E+00
1410136,2/26/23 5:38 AM,9.60E+01,5.55E+00,1.61E+02,0.00E+00
1410137,2/26/23 5:39 AM,9.41E+01,5.47E+00,1.60E+02,0.00E+00
1410138,2/26/23 5:40 AM,9.22E+01,5.37E+00,1.59E+02,0.00E+00
1410139,2/26/23 5:41 AM,9.06E+01,5.28E+00,1.58E+02,0.00E+00
1410140,2/26/23 5:42 AM,8.89E+01,5.20E+00,1.58E+02,0.00E+00
1410141,2/26/23 5:43 AM,8.72E+01,5.12E+00,1.57E+02,0.00E+00
1410142,2/26/23 5:44 AM,8.56E+01,5.03E+00,1.56E+02,0.00E+00
1410143,2/26/23 5:45 AM,8.39E+01,4.95E+00,1.55E+02,0.00E+00
1410144,2/26/23 5:46 AM,8.24E+01,4.87E+00,1.55E+02,0.00E+00
1410145,2/26/23 5:47 AM,8.11E+01,4.79E+00,1.54E+02,0.00E+00
1410146,2/26/23 5:48 AM,7.95E+01,4.75E+00,1.54E+02,0.00E+00
1410147,2/26/23 5:49 AM,7.83E+01,4.73E+00,1.55E+02,0.00E+00
1410148,2/26/23 5:50 AM,7.77E+01,4.64E+00,1.54E+02,0.00E+00
1410149,2/26/23 5:51 AM,7.65E+01,4.56E+00,1.53E+02,0.00E+00
1410150,2/26/23 5:52 AM,7.53E+01,4.53E+00,1.53E+02,0.00E+00
1410151,2/26/23 5:53 AM,7.43E+01,4.45E+00,1.53E+02,0.00E+00
1410152,2/26/23 5:54 AM,7.34E+01,4.37E+00,1.52E+02,0.00E+00
1410153,2/26/23 5:55 AM,7.27E+01,4.31E+00,1.52E+02,0.00E+00
1410154,2/26/23 5:56 AM,7.18E+01,4.26E+00,1.52E+02,0.00E+00
1410155,2/26/23 5:57 AM,7.08E+01,4.19E+00,1.51E+02,0.00E+00
1410156,2/26/23 5:58 AM,6.99E+01,4.13E+00,1.51E+02,0.00E+00
1410157,2/26/23 5:59 AM,6.92E+01,4.08E+00,1.50E+02,0.00E+00
1410158,2/26/23 6:00 AM,6.83E+01,4.01E+00,1.50E+02,0.00E+00
1410159,2/26/23 6:01 AM,6.73E+01,3.94E+00,1.49E+02,0.00E+00
1410160,2/26/23 6:02 AM,6.67E+01,3.89E+00,1.49E+02,0.00E+00
1410161,2/26/23 6:03 AM,6.58E+01,3.86E+00,1.49E+02,0.00E+00
1410162,2/26/23 6:04 AM,6.53E+01,3.82E+00,1.48E+02,0.00E+00
1410163,2/26/23 6:05 AM,6.45E+01,3.79E+00,1.48E+02,0.00E+00
1410164,2/26/23 6:06 AM,6.39E+01,3.77E+00,1.48E+02,0.00E+00
1410165,2/26/23 6:07 AM,6.29E+01,3.74E+00,1.48E+02,0.00E+00
1410166,2/26/23 6:08 AM,6.24E+01,3.73E+00,1.48E+02,0.00E+00
1410167,2/26/23 6:09 AM,6.18E+01,3.71E+00,1.47E+02,0.00E+00
1410168,2/26/23 6:10 AM,6.12E+01,3.71E+00,1.47E+02,0.00E+00
1410169,2/26/23 6:11 AM,6.05E+01,3.71E+00,1.47E+02,0.00E+00
1410170,2/26/23 6:12 AM,6.00E+01,3.69E+00,1.48E+02,0.00E+00
1410171,2/26/23 6:13 AM,5.93E+01,3.69E+00,1.47E+02,0.00E+00
1410172,2/26/23 6:14 AM,5.88E+01,3.73E+00,1.48E+02,0.00E+00
1410173,2/26/23 6:15 AM,5.83E+01,3.69E+00,1.47E+02,0.00E+00
1410174,2/26/23 6:16 AM,5.77E+01,3.69E+00,1.47E+02,0.00E+00
1410175,2/26/23 6:17 AM,5.72E+01,3.66E+00,1.47E+02,0.00E+00
1410176,2/26/23 6:18 AM,5.67E+01,3.66E+00,1.47E+02,0.00E+00
1410177,2/26/23 6:19 AM,5.62E+01,3.67E+00,1.47E+02,0.00E+00
1410178,2/26/23 6:20 AM,5.57E+01,3.68E+00,1.48E+02,0.00E+00
1410179,2/26/23 6:21 AM,5.51E+01,3.66E+00,1.47E+02,0.00E+00
1410180,2/26/23 6:22 AM,5.47E+01,3.67E+00,1.47E+02,0.00E+00
1410181,2/26/23 6:23 AM,5.42E+01,3.65E+00,1.47E+02,0.00E+00
1410182,2/26/23 6:24 AM,5.38E+01,3.66E+00,1.47E+02,0.00E+00
1410183,2/26/23 6:25 AM,5.33E+01,3.67E+00,1.48E+02,0.00E+00
1410184,2/26/23 6:26 AM,5.26E+01,3.67E+00,1.48E+02,0.00E+00
1410185,2/26/23 6:27 AM,5.25E+01,3.66E+00,1.48E+02,0.00E+00
1410186,2/26/23 6:28 AM,5.21E+01,3.65E+00,1.48E+02,0.00E+00
1410187,2/26/23 6:29 AM,5.16E+01,3.65E+00,1.48E+02,0.00E+00
1410188,2/26/23 6:30 AM,5.13E+01,3.65E+00,1.48E+02,0.00E+00
1410189,2/26/23 6:31 AM,5.08E+01,3.68E+00,1.48E+02,0.00E+00
1410190,2/26/23 6:32 AM,5.05E+01,3.69E+00,1.48E+02,0.00E+00
1410191,2/26/23 6:33 AM,5.01E+01,3.68E+00,1.48E+02,0.00E+00
1410192,2/26/23 6:34 AM,4.97E+01,3.70E+00,1.48E+02,0.00E+00
1410193,2/26/23 6:35 AM,4.94E+01,3.71E+00,1.48E+02,0.00E+00
1410194,2/26/23 6:36 AM,4.90E+01,3.74E+00,1.49E+02,0.00E+00
1410195,2/26/23 6:37 AM,4.87E+01,3.73E+00,1.49E+02,0.00E+00
1410196,2/26/23 6:38 AM,4.83E+01,3.72E+00,1.49E+02,0.00E+00
1410197,2/26/23 6:39 AM,4.80E+01,3.70E+00,1.49E+02,0.00E+00
1410198,2/26/23 6:40 AM,4.77E+01,3.69E+00,1.49E+02,0.00E+00
1410199,2/26/23 6:41 AM,4.73E+01,3.70E+00,1.49E+02,0.00E+00
1410200,2/26/23 6:42 AM,4.71E+01,3.70E+00,1.49E+02,0.00E+00
1410201,2/26/23 6:43 AM,4.68E+01,3.71E+00,1.49E+02,0.00E+00
1410202,2/26/23 6:44 AM,4.65E+01,3.70E+00,1.49E+02,0.00E+00
1410203,2/26/23 6:45 AM,4.62E+01,3.69E+00,1.49E+02,0.00E+00
1410204,2/26/23 6:46 AM,4.59E+01,3.67E+00,1.49E+02,0.00E+00
1410205,2/26/23 6:47 AM,4.56E+01,3.68E+00,1.49E+02,0.00E+00
1410206,2/26/23 6:48 AM,4.54E+01,3.67E+00,1.49E+02,0.00E+00
1410207,2/26/23 6:49 AM,4.50E+01,3.66E+00,1.49E+02,0.00E+00
1410208,2/26/23 6:50 AM,4.47E+01,3.65E+00,1.49E+02,0.00E+00
1410209,2/26/23 6:51 AM,4.45E+01,3.66E+00,1.49E+02,0.00E+00
1410210,2/26/23 6:52 AM,4.44E+01,3.65E+00,1.49E+02,0.00E+00
1410211,2/26/23 6:53 AM,4.41E+01,3.63E+00,1.49E+02,0.00E+00
1410212,2/26/23 6:54 AM,4.38E+01,3.62E+00,1.49E+02,0.00E+00
1410213,2/26/23 6:55 AM,4.36E+01,3.65E+00,1.48E+02,0.00E+00
1410214,2/26/23 6:56 AM,4.34E+01,3.62E+00,1.48E+02,0.00E+00
1410215,2/26/23 6:57 AM,4.33E+01,3.61E+00,1.49E+02,0.00E+00
1410216,2/26/23 6:58 AM,4.34E+01,3.60E+00,1.48E+02,0.00E+00
1410217,2/26/23 6:59 AM,4.34E+01,3.59E+00,1.48E+02,0.00E+00
1410218,2/26/23 7:00 AM,4.33E+01,3.59E+00,1.48E+02,0.00E+00
1410219,2/26/23 7:01 AM,4.36E+01,3.59E+00,1.48E+02,0.00E+00
1410220,2/26/23 7:02 AM,4.38E+01,3.59E+00,1.48E+02,0.00E+00
1410221,2/26/23 7:03 AM,4.46E+01,3.59E+00,1.48E+02,0.00E+00
1410222,2/26/23 7:04 AM,4.50E+01,3.59E+00,1.48E+02,0.00E+00
1410223,2/26/23 7:05 AM,4.64E+01,3.57E+00,1.48E+02,0.00E+00
1410224,2/26/23 7:06 AM,4.65E+01,3.59E+00,1.48E+02,0.00E+00
1410225,2/26/23 7:07 AM,4.64E+01,3.57E+00,1.48E+02,0.00E+00
1410226,2/26/23 7:08 AM,4.57E+01,3.58E+00,1.48E+02,0.00E+00
1410227,2/26/23 7:09 AM,4.54E+01,3.55E+00,1.48E+02,0.00E+00
1410228,2/26/23 7:10 AM,4.61E+01,3.55E+00,1.48E+02,0.00E+00
1410229,2/26/23 7:11 AM,4.59E+01,3.55E+00,1.48E+02,0.00E+00
1410230,2/26/23 7:12 AM,4.55E+01,3.54E+00,1.48E+02,0.00E+00
1410231,2/26/23 7:13 AM,4.62E+01,3.55E+00,1.48E+02,0.00E+00
1410232,2/26/23 7:14 AM,4.61E+01,3.53E+00,1.48E+02,0.00E+00
1410233,2/26/23 7:15 AM,4.60E+01,3.53E+00,1.48E+02,0.00E+00
1410234,2/26/23 7:16 AM,4.66E+01,3.53E+00,1.48E+02,0.00E+00
1410235,2/26/23 7:17 AM,4.59E+01,3.53E+00,1.48E+02,0.00E+00
1410236,2/26/23 7:18 AM,4.56E+01,3.51E+00,1.48E+02,0.00E+00
1410237,2/26/23 7:19 AM,4.54E+01,3.52E+00,1.48E+02,0.00E+00
1410238,2/26/23 7:20 AM,4.56E+01,3.51E+00,1.48E+02,0.00E+00
1410239,2/26/23 7:21 AM,4.56E+01,3.51E+00,1.48E+02,0.00E+00
1410240,2/26/23 7:22 AM,4.59E+01,3.50E+00,1.48E+02,0.00E+00
1410241,2/26/23 7:23 AM,4.56E+01,3.52E+00,1.48E+02,0.00E+00
1410242,2/26/23 7:24 AM,4.58E+01,3.50E+00,1.48E+02,0.00E+00
1410243,2/26/23 7:25 AM,4.55E+01,3.51E+00,1.48E+02,0.00E+00
1410244,2/26/23 7:26 AM,4.54E+01,3.50E+00,1.48E+02,0.00E+00
1410245,2/26/23 7:27 AM,4.51E+01,3.50E+00,1.48E+02,0.00E+00
1410246,2/26/23 7:28 AM,4.50E+01,3.49E+00,1.48E+02,0.00E+00
1410247,2/26/23 7:29 AM,4.46E+01,3.49E+00,1.48E+02,0.00E+00
1410248,2/26/23 7:30 AM,4.46E+01,3.48E+00,1.48E+02,0.00E+00
1410249,2/26/23 7:31 AM,4.45E+01,3.47E+00,1.47E+02,0.00E+00
1410250,2/26/23 7:32 AM,4.44E+01,3.48E+00,1.48E+02,0.00E+00
1410251,2/26/23 7:33 AM,4.44E+01,3.47E+00,1.48E+02,0.00E+00
1410252,2/26/23 7:34 AM,4.47E+01,3.48E+00,1.48E+02,0.00E+00
1410253,2/26/23 7:35 AM,4.43E+01,3.46E+00,1.47E+02,0.00E+00
1410254,2/26/23 7:36 AM,4.45E+01,3.47E+00,1.47E+02,0.00E+00
1410255,2/26/23 7:37 AM,4.42E+01,3.46E+00,1.47E+02,0.00E+00
1410256,2/26/23 7:38 AM,4.41E+01,3.46E+00,1.47E+02,0.00E+00
1410257,2/26/23 7:39 AM,4.41E+01,3.46E+00,1.48E+02,0.00E+00
1410258,2/26/23 7:40 AM,4.42E+01,3.47E+00,1.47E+02,0.00E+00
1410259,2/26/23 7:41 AM,4.47E+01,3.46E+00,1.47E+02,0.00E+00
1410260,2/26/23 7:42 AM,4.48E+01,3.46E+00,1.47E+02,0.00E+00
1410261,2/26/23 7:43 AM,4.44E+01,3.45E+00,1.48E+02,0.00E+00
1410262,2/26/23 7:44 AM,4.39E+01,3.46E+00,1.48E+02,0.00E+00
1410263,2/26/23 7:45 AM,4.41E+01,3.45E+00,1.48E+02,0.00E+00
1410264,2/26/23 7:46 AM,4.37E+01,3.45E+00,1.48E+02,0.00E+00
1410265,2/26/23 7:47 AM,4.37E+01,3.45E+00,1.48E+02,0.00E+00
1410266,2/26/23 7:48 AM,4.37E+01,3.45E+00,1.47E+02,0.00E+00
1410267,2/26/23 7:49 AM,4.39E+01,3.44E+00,1.47E+02,0.00E+00
1410268,2/26/23 7:50 AM,4.40E+01,3.45E+00,1.47E+02,0.00E+00
1410269,2/26/23 7:51 AM,4.36E+01,3.44E+00,1.47E+02,0.00E+00
1410270,2/26/23 7:52 AM,4.50E+01,3.45E+00,1.47E+02,0.00E+00
1410271,2/26/23 7:53 AM,4.51E+01,3.43E+00,1.47E+02,0.00E+00
1410272,2/26/23 7:54 AM,4.45E+01,3.43E+00,1.47E+02,0.00E+00
1410273,2/26/23 7:55 AM,4.43E+01,3.43E+00,1.47E+02,0.00E+00
1410274,2/26/23 7:56 AM,4.42E+01,3.45E+00,1.47E+02,0.00E+00
1410275,2/26/23 7:57 AM,4.41E+01,3.42E+00,1.47E+02,0.00E+00
1410276,2/26/23 7:58 AM,4.46E+01,3.44E+00,1.47E+02,0.00E+00
1410277,2/26/23 7:59 AM,4.51E+01,3.43E+00,1.47E+02,0.00E+00
1410278,2/26/23 8:00 AM,4.54E+01,3.43E+00,1.47E+02,0.00E+00
1410279,2/26/23 8:01 AM,4.51E+01,3.42E+00,1.47E+02,0.00E+00
1410280,2/26/23 8:02 AM,4.45E+01,3.42E+00,1.47E+02,0.00E+00
1410281,2/26/23 8:03 AM,4.50E+01,3.41E+00,1.47E+02,0.00E+00
1410282,2/26/23 8:04 AM,4.60E+01,3.41E+00,1.47E+02,0.00E+00
1410283,2/26/23 8:05 AM,4.57E+01,3.41E+00,1.47E+02,0.00E+00
1410284,2/26/23 8:06 AM,4.64E+01,3.41E+00,1.47E+02,0.00E+00
1410285,2/26/23 8:07 AM,4.58E+01,3.41E+00,1.47E+02,0.00E+00
1410286,2/26/23 8:08 AM,4.50E+01,3.39E+00,1.47E+02,0.00E+00
1410287,2/26/23 8:09 AM,4.60E+01,3.40E+00,1.47E+02,0.00E+00
1410288,2/26/23 8:10 AM,4.58E+01,3.40E+00,1.47E+02,0.00E+00
1410289,2/26/23 8:11 AM,4.58E+01,3.40E+00,1.47E+02,0.00E+00
1410290,2/26/23 8:12 AM,4.63E+01,3.39E+00,1.47E+02,0.00E+00
1410291,2/26/23 8:13 AM,4.52E+01,3.39E+00,1.47E+02,0.00E+00
1410292,2/26/23 8:14 AM,4.56E+01,3.39E+00,1.47E+02,0.00E+00
1410293,2/26/23 8:15 AM,4.76E+01,3.37E+00,1.47E+02,0.00E+00
1410294,2/26/23 8:16 AM,4.62E+01,3.37E+00,1.47E+02,0.00E+00
1410295,2/26/23 8:17 AM,4.69E+01,3.37E+00,1.47E+02,0.00E+00
1410296,2/26/23 8:18 AM,4.72E+01,3.36E+00,1.47E+02,0.00E+00
1410297,2/26/23 8:19 AM,4.69E+01,3.37E+00,1.47E+02,0.00E+00
1410298,2/26/23 8:20 AM,4.79E+01,3.38E+00,1.47E+02,0.00E+00
1410299,2/26/23 8:21 AM,4.77E+01,3.38E+00,1.47E+02,0.00E+00
1410300,2/26/23 8:22 AM,4.86E+01,3.36E+00,1.47E+02,0.00E+00
1410301,2/26/23 8:23 AM,4.90E+01,3.35E+00,1.47E+02,0.00E+00
1410302,2/26/23 8:24 AM,4.89E+01,3.35E+00,1.47E+02,0.00E+00
1410303,2/26/23 8:25 AM,4.84E+01,3.35E+00,1.47E+02,0.00E+00
1410304,2/26/23 8:26 AM,4.92E+01,3.34E+00,1.47E+02,0.00E+00
1410305,2/26/23 8:27 AM,5.08E+01,3.35E+00,1.47E+02,0.00E+00
1410306,2/26/23 8:28 AM,5.11E+01,3.35E+00,1.47E+02,0.00E+00
1410307,2/26/23 8:29 AM,5.13E+01,3.35E+00,1.47E+02,0.00E+00
1410308,2/26/23 8:30 AM,5.21E+01,3.34E+00,1.47E+02,0.00E+00
1410309,2/26/23 8:31 AM,5.29E+01,3.34E+00,1.47E+02,0.00E+00
