Record,Date & Time, Int temp, Int pressure, LH temp, RH temp
847639,2/27/23 5:07 AM,2.04E+02,1.59E+01,4.24E+01,1.55E+02
847640,2/27/23 5:08 AM,2.04E+02,1.59E+01,4.24E+01,1.56E+02
847641,2/27/23 5:09 AM,2.04E+02,1.58E+01,4.24E+01,1.55E+02
847642,2/27/23 5:10 AM,2.03E+02,1.58E+01,4.23E+01,1.56E+02
847643,2/27/23 5:11 AM,1.98E+02,1.51E+01,4.24E+01,1.55E+02
847644,2/27/23 5:12 AM,1.71E+02,2.48E+01,4.24E+01,1.56E+02
847645,2/27/23 5:13 AM,1.69E+02,2.47E+01,4.24E+01,1.55E+02
847646,2/27/23 5:14 AM,1.65E+02,2.48E+01,4.24E+01,1.55E+02
847647,2/27/23 5:15 AM,1.59E+02,2.48E+01,4.24E+01,1.55E+02
847648,2/27/23 5:16 AM,1.54E+02,2.47E+01,4.25E+01,1.55E+02
847649,2/27/23 5:17 AM,1.49E+02,2.47E+01,4.25E+01,1.55E+02
847650,2/27/23 5:18 AM,1.45E+02,2.48E+01,4.25E+01,1.56E+02
847651,2/27/23 5:19 AM,1.41E+02,2.49E+01,4.25E+01,1.55E+02
847652,2/27/23 5:20 AM,1.37E+02,2.50E+01,4.25E+01,1.55E+02
847653,2/27/23 5:21 AM,1.33E+02,2.47E+01,4.25E+01,1.55E+02
847654,2/27/23 5:22 AM,1.30E+02,2.48E+01,4.25E+01,1.55E+02
847655,2/27/23 5:23 AM,1.26E+02,2.47E+01,4.26E+01,1.55E+02
847656,2/27/23 5:24 AM,1.23E+02,2.51E+01,4.25E+01,1.55E+02
847657,2/27/23 5:25 AM,1.20E+02,2.45E+01,4.27E+01,1.55E+02
847658,2/27/23 5:26 AM,1.17E+02,2.49E+01,4.26E+01,1.54E+02
847659,2/27/23 5:27 AM,1.14E+02,2.47E+01,4.27E+01,1.55E+02
847660,2/27/23 5:28 AM,1.12E+02,2.48E+01,4.27E+01,1.55E+02
847661,2/27/23 5:29 AM,1.10E+02,2.47E+01,4.27E+01,1.55E+02
847662,2/27/23 5:30 AM,1.08E+02,2.47E+01,4.27E+01,1.55E+02
847663,2/27/23 5:31 AM,1.05E+02,2.47E+01,4.27E+01,1.55E+02
847664,2/27/23 5:32 AM,1.04E+02,2.47E+01,4.26E+01,1.55E+02
847665,2/27/23 5:33 AM,1.02E+02,2.47E+01,4.27E+01,1.56E+02
847666,2/27/23 5:34 AM,1.01E+02,2.47E+01,4.26E+01,1.55E+02
847667,2/27/23 5:35 AM,9.92E+01,2.47E+01,4.26E+01,1.56E+02
847668,2/27/23 5:36 AM,9.80E+01,2.47E+01,4.26E+01,1.55E+02
847669,2/27/23 5:37 AM,3.70E+01,1.91E+01,4.26E+01,1.56E+02
847670,2/27/23 5:38 AM,3.47E+01,1.36E+01,4.25E+01,1.55E+02
847671,2/27/23 5:39 AM,3.41E+01,1.24E+01,4.26E+01,1.56E+02
847672,2/27/23 5:40 AM,3.39E+01,1.53E+01,4.26E+01,1.55E+02
847673,2/27/23 5:41 AM,3.38E+01,1.52E+01,4.26E+01,1.56E+02
847674,2/27/23 5:42 AM,3.64E+01,-1.49E-01,4.26E+01,1.55E+02
847675,2/27/23 5:43 AM,3.64E+01,-3.82E-01,4.26E+01,1.56E+02
847676,2/27/23 5:44 AM,3.64E+01,-7.70E-02,4.25E+01,1.55E+02
847677,2/27/23 5:45 AM,8.52E+01,-9.29E-02,4.26E+01,1.56E+02
847678,2/27/23 5:46 AM,9.76E+01,4.44E+00,4.26E+01,1.55E+02
847679,2/27/23 5:47 AM,1.90E+02,1.39E+01,4.26E+01,1.56E+02
847680,2/27/23 5:48 AM,2.03E+02,1.56E+01,4.27E+01,1.55E+02
847681,2/27/23 5:49 AM,2.03E+02,1.57E+01,4.26E+01,1.56E+02
847682,2/27/23 5:50 AM,2.03E+02,1.58E+01,4.27E+01,1.55E+02
847683,2/27/23 5:51 AM,1.42E+02,9.49E+00,4.27E+01,1.56E+02
847684,2/27/23 5:52 AM,2.03E+02,1.57E+01,4.27E+01,1.55E+02
847685,2/27/23 5:53 AM,2.03E+02,1.56E+01,4.27E+01,1.55E+02
847686,2/27/23 5:54 AM,2.03E+02,1.57E+01,4.28E+01,1.55E+02
847687,2/27/23 5:55 AM,2.04E+02,1.59E+01,4.28E+01,1.56E+02
847688,2/27/23 5:56 AM,2.04E+02,1.59E+01,4.29E+01,1.55E+02
847689,2/27/23 5:57 AM,2.04E+02,1.59E+01,4.28E+01,1.56E+02
847690,2/27/23 5:58 AM,2.04E+02,1.59E+01,4.28E+01,1.55E+02
847691,2/27/23 5:59 AM,1.93E+02,1.96E+01,4.29E+01,1.55E+02
847692,2/27/23 6:00 AM,1.71E+02,2.46E+01,4.29E+01,1.55E+02
847693,2/27/23 6:01 AM,1.70E+02,2.46E+01,4.29E+01,1.56E+02
847694,2/27/23 6:02 AM,1.65E+02,2.46E+01,4.29E+01,1.55E+02
847695,2/27/23 6:03 AM,1.59E+02,2.46E+01,4.30E+01,1.56E+02
847696,2/27/23 6:04 AM,1.54E+02,2.46E+01,4.31E+01,1.55E+02
847697,2/27/23 6:05 AM,1.50E+02,2.46E+01,4.30E+01,1.56E+02
847698,2/27/23 6:06 AM,1.46E+02,2.47E+01,4.30E+01,1.55E+02
847699,2/27/23 6:07 AM,1.41E+02,2.46E+01,4.31E+01,1.56E+02
847700,2/27/23 6:08 AM,1.37E+02,2.47E+01,4.31E+01,1.55E+02
847701,2/27/23 6:09 AM,1.34E+02,2.46E+01,4.30E+01,1.56E+02
847702,2/27/23 6:10 AM,1.30E+02,2.46E+01,4.31E+01,1.55E+02
847703,2/27/23 6:11 AM,1.27E+02,2.46E+01,4.31E+01,1.56E+02
847704,2/27/23 6:12 AM,1.23E+02,2.47E+01,4.31E+01,1.55E+02
847705,2/27/23 6:13 AM,1.20E+02,2.47E+01,4.30E+01,1.56E+02
847706,2/27/23 6:14 AM,1.17E+02,2.47E+01,4.31E+01,1.55E+02
847707,2/27/23 6:15 AM,1.15E+02,2.47E+01,4.30E+01,1.56E+02
847708,2/27/23 6:16 AM,1.12E+02,2.47E+01,4.31E+01,1.55E+02
847709,2/27/23 6:17 AM,1.10E+02,2.47E+01,4.30E+01,1.55E+02
847710,2/27/23 6:18 AM,1.08E+02,2.62E+01,4.31E+01,1.55E+02
847711,2/27/23 6:19 AM,1.05E+02,2.47E+01,4.30E+01,1.55E+02
847712,2/27/23 6:20 AM,1.03E+02,2.47E+01,4.29E+01,1.56E+02
847713,2/27/23 6:21 AM,1.02E+02,2.48E+01,4.29E+01,1.55E+02
847714,2/27/23 6:22 AM,1.00E+02,2.47E+01,4.29E+01,1.56E+02
847715,2/27/23 6:23 AM,9.89E+01,2.47E+01,4.29E+01,1.55E+02
847716,2/27/23 6:24 AM,9.78E+01,2.47E+01,4.30E+01,1.56E+02
847717,2/27/23 6:25 AM,3.73E+01,1.79E+01,4.29E+01,1.55E+02
847718,2/27/23 6:26 AM,3.48E+01,1.37E+01,4.28E+01,1.56E+02
847719,2/27/23 6:27 AM,3.42E+01,1.20E+01,4.29E+01,1.55E+02
847720,2/27/23 6:28 AM,3.39E+01,1.24E+01,4.28E+01,1.56E+02
847721,2/27/23 6:29 AM,3.38E+01,1.47E+01,4.27E+01,1.55E+02
847722,2/27/23 6:30 AM,3.65E+01,-1.44E-01,4.27E+01,1.56E+02
847723,2/27/23 6:31 AM,3.66E+01,-3.13E-01,4.27E+01,1.55E+02
847724,2/27/23 6:32 AM,3.67E+01,-2.34E-02,4.27E+01,1.55E+02
847725,2/27/23 6:33 AM,7.14E+01,-2.49E-02,4.26E+01,1.55E+02
847726,2/27/23 6:34 AM,9.84E+01,4.59E+00,4.27E+01,1.54E+02
847727,2/27/23 6:35 AM,1.90E+02,1.38E+01,4.26E+01,1.56E+02
847728,2/27/23 6:36 AM,2.02E+02,1.55E+01,4.25E+01,1.55E+02
847729,2/27/23 6:37 AM,2.03E+02,1.57E+01,4.25E+01,1.56E+02
847730,2/27/23 6:38 AM,2.03E+02,1.57E+01,4.26E+01,1.54E+02
847731,2/27/23 6:39 AM,1.38E+02,9.33E+00,4.26E+01,1.56E+02
847732,2/27/23 6:40 AM,2.03E+02,1.57E+01,4.27E+01,1.55E+02
847733,2/27/23 6:41 AM,2.04E+02,1.58E+01,4.27E+01,1.55E+02
847734,2/27/23 6:42 AM,2.04E+02,1.58E+01,4.27E+01,1.55E+02
847735,2/27/23 6:43 AM,2.04E+02,1.58E+01,4.26E+01,1.55E+02
847736,2/27/23 6:44 AM,2.04E+02,1.58E+01,4.26E+01,1.56E+02
847737,2/27/23 6:45 AM,2.04E+02,1.58E+01,4.27E+01,1.55E+02
847738,2/27/23 6:46 AM,2.03E+02,1.57E+01,4.27E+01,1.55E+02
847739,2/27/23 6:48 AM,1.90E+02,2.09E+01,4.28E+01,1.61E+02
847740,2/27/23 6:49 AM,1.72E+02,2.47E+01,4.28E+01,1.58E+02
847741,2/27/23 6:50 AM,1.70E+02,2.47E+01,4.28E+01,1.56E+02
847742,2/27/23 6:51 AM,1.65E+02,2.47E+01,4.28E+01,1.56E+02
847743,2/27/23 6:52 AM,1.59E+02,2.47E+01,4.28E+01,1.55E+02
847744,2/27/23 6:53 AM,1.54E+02,2.50E+01,4.28E+01,1.56E+02
847745,2/27/23 6:54 AM,1.50E+02,2.46E+01,4.28E+01,1.55E+02
847746,2/27/23 6:55 AM,1.46E+02,2.50E+01,4.28E+01,1.56E+02
847747,2/27/23 6:56 AM,1.42E+02,2.49E+01,4.28E+01,1.55E+02
847748,2/27/23 6:57 AM,1.37E+02,2.50E+01,4.28E+01,1.55E+02
847749,2/27/23 6:58 AM,1.34E+02,2.50E+01,4.28E+01,1.55E+02
847750,2/27/23 6:59 AM,1.30E+02,2.47E+01,4.29E+01,1.55E+02
847751,2/27/23 7:00 AM,1.27E+02,2.48E+01,4.29E+01,1.55E+02
847752,2/27/23 7:01 AM,1.24E+02,2.49E+01,4.28E+01,1.55E+02
847753,2/27/23 7:02 AM,1.21E+02,2.50E+01,4.29E+01,1.55E+02
847754,2/27/23 7:03 AM,1.18E+02,2.50E+01,4.29E+01,1.54E+02
847755,2/27/23 7:04 AM,1.16E+02,2.50E+01,4.29E+01,1.56E+02
847756,2/27/23 7:05 AM,1.13E+02,2.47E+01,4.28E+01,1.55E+02
847757,2/27/23 7:06 AM,1.11E+02,2.47E+01,4.29E+01,1.56E+02
847758,2/27/23 7:07 AM,1.09E+02,2.49E+01,4.27E+01,1.55E+02
847759,2/27/23 7:08 AM,1.07E+02,2.51E+01,4.30E+01,1.56E+02
847760,2/27/23 7:09 AM,1.05E+02,2.50E+01,4.29E+01,1.55E+02
847761,2/27/23 7:10 AM,1.04E+02,2.47E+01,4.28E+01,1.56E+02
847762,2/27/23 7:11 AM,1.02E+02,2.48E+01,4.28E+01,1.55E+02
847763,2/27/23 7:12 AM,1.01E+02,2.47E+01,4.29E+01,1.55E+02
847764,2/27/23 7:13 AM,9.97E+01,2.47E+01,4.28E+01,1.55E+02
847765,2/27/23 7:14 AM,3.67E+01,1.76E+01,4.27E+01,1.55E+02
847766,2/27/23 7:15 AM,3.45E+01,1.31E+01,4.28E+01,1.56E+02
847767,2/27/23 7:16 AM,3.40E+01,1.23E+01,4.27E+01,1.55E+02
847768,2/27/23 7:17 AM,3.38E+01,1.41E+01,4.27E+01,1.56E+02
847769,2/27/23 7:18 AM,3.36E+01,1.45E+01,4.27E+01,1.55E+02
847770,2/27/23 7:19 AM,3.70E+01,-1.28E-01,4.27E+01,1.56E+02
847771,2/27/23 7:20 AM,3.65E+01,-3.78E-01,4.26E+01,1.55E+02
847772,2/27/23 7:21 AM,3.64E+01,-2.69E-01,4.26E+01,1.55E+02
847773,2/27/23 7:22 AM,3.64E+01,-3.37E-01,4.25E+01,1.55E+02
847774,2/27/23 7:23 AM,3.61E+01,-2.29E-01,4.25E+01,1.54E+02
847775,2/27/23 7:24 AM,3.63E+01,-2.17E-01,4.25E+01,1.56E+02
847776,2/27/23 7:25 AM,9.96E+01,-2.14E-01,4.26E+01,1.54E+02
847777,2/27/23 7:26 AM,1.00E+02,5.11E+00,4.25E+01,1.56E+02
847778,2/27/23 7:27 AM,1.92E+02,1.41E+01,4.25E+01,1.55E+02
847779,2/27/23 7:28 AM,2.02E+02,1.55E+01,4.24E+01,1.56E+02
847780,2/27/23 7:29 AM,2.03E+02,1.57E+01,4.24E+01,1.55E+02
847781,2/27/23 7:30 AM,2.03E+02,1.58E+01,4.24E+01,1.56E+02
847782,2/27/23 7:31 AM,1.33E+02,9.50E+00,4.24E+01,1.54E+02
847783,2/27/23 7:32 AM,2.03E+02,1.58E+01,4.24E+01,1.56E+02
847784,2/27/23 7:33 AM,2.03E+02,1.58E+01,4.24E+01,1.55E+02
847785,2/27/23 7:34 AM,2.03E+02,1.58E+01,4.24E+01,1.56E+02
847786,2/27/23 7:35 AM,2.03E+02,1.58E+01,4.23E+01,1.55E+02
847787,2/27/23 7:36 AM,2.04E+02,1.59E+01,4.23E+01,1.56E+02
847788,2/27/23 7:37 AM,2.04E+02,1.59E+01,4.23E+01,1.55E+02
847789,2/27/23 7:38 AM,2.04E+02,1.58E+01,4.23E+01,1.56E+02
847790,2/27/23 7:39 AM,1.83E+02,2.47E+01,4.23E+01,1.55E+02
847791,2/27/23 7:40 AM,1.71E+02,2.47E+01,4.24E+01,1.56E+02
847792,2/27/23 7:41 AM,1.70E+02,2.47E+01,4.23E+01,1.54E+02
847793,2/27/23 7:42 AM,1.65E+02,2.47E+01,4.23E+01,1.56E+02
847794,2/27/23 7:43 AM,1.59E+02,2.47E+01,4.22E+01,1.54E+02
847795,2/27/23 7:44 AM,1.55E+02,2.47E+01,4.23E+01,1.56E+02
847796,2/27/23 7:45 AM,1.50E+02,2.48E+01,4.23E+01,1.55E+02
847797,2/27/23 7:46 AM,1.46E+02,2.47E+01,4.23E+01,1.55E+02
847798,2/27/23 7:47 AM,1.42E+02,2.48E+01,4.24E+01,1.55E+02
847799,2/27/23 7:48 AM,1.39E+02,2.48E+01,4.23E+01,1.55E+02
847800,2/27/23 7:49 AM,1.35E+02,2.47E+01,4.24E+01,1.55E+02
847801,2/27/23 7:50 AM,1.31E+02,2.48E+01,4.24E+01,1.55E+02
847802,2/27/23 7:51 AM,1.28E+02,2.48E+01,4.23E+01,1.55E+02
847803,2/27/23 7:52 AM,1.25E+02,2.47E+01,4.24E+01,1.55E+02
847804,2/27/23 7:53 AM,1.22E+02,2.47E+01,4.24E+01,1.55E+02
847805,2/27/23 7:54 AM,1.20E+02,2.49E+01,4.23E+01,1.55E+02
847806,2/27/23 7:55 AM,1.17E+02,2.18E+01,4.24E+01,1.55E+02
847807,2/27/23 7:56 AM,1.15E+02,2.47E+01,4.23E+01,1.55E+02
847808,2/27/23 7:57 AM,1.12E+02,2.47E+01,4.23E+01,1.54E+02
847809,2/27/23 7:58 AM,1.10E+02,2.47E+01,4.23E+01,1.56E+02
847810,2/27/23 7:59 AM,1.08E+02,2.48E+01,4.23E+01,1.54E+02
847811,2/27/23 8:00 AM,1.07E+02,2.48E+01,4.23E+01,1.55E+02
847812,2/27/23 8:01 AM,1.05E+02,2.47E+01,4.23E+01,1.55E+02
847813,2/27/23 8:02 AM,1.04E+02,2.47E+01,4.23E+01,1.55E+02
847814,2/27/23 8:03 AM,1.03E+02,2.47E+01,4.23E+01,1.55E+02
847815,2/27/23 8:04 AM,1.02E+02,2.47E+01,4.23E+01,1.55E+02
