Record,Date & Time, Int temp, Int pressure, Dome temp,
1412527,2/25/23 11:36 PM,3.28E+01,7.23E-03,5.11E+01,0.00E+00
1412528,2/25/23 11:37 PM,3.28E+01,7.23E-03,5.08E+01,0.00E+00
1412529,2/25/23 11:38 PM,3.28E+01,8.68E-03,5.06E+01,0.00E+00
1412530,2/25/23 11:39 PM,3.28E+01,0.00E+00,5.06E+01,0.00E+00
1412531,2/25/23 11:40 PM,3.27E+01,1.30E-02,5.04E+01,0.00E+00
1412532,2/25/23 11:41 PM,3.27E+01,1.45E-02,5.02E+01,0.00E+00
1412533,2/25/23 11:42 PM,3.27E+01,5.79E-03,5.01E+01,0.00E+00
1412534,2/25/23 11:43 PM,3.27E+01,7.23E-03,5.02E+01,0.00E+00
1412535,2/25/23 11:44 PM,3.26E+01,2.89E-03,5.03E+01,0.00E+00
1412536,2/25/23 11:45 PM,3.26E+01,7.23E-03,5.04E+01,0.00E+00
1412537,2/25/23 11:46 PM,3.26E+01,5.79E-03,5.04E+01,0.00E+00
1412538,2/25/23 11:47 PM,3.26E+01,1.45E-02,5.01E+01,0.00E+00
1412539,2/25/23 11:48 PM,3.26E+01,4.34E-03,4.99E+01,0.00E+00
1412540,2/25/23 11:49 PM,3.25E+01,7.23E-03,4.99E+01,0.00E+00
1412541,2/25/23 11:50 PM,3.25E+01,1.01E-02,4.98E+01,0.00E+00
1412542,2/25/23 11:51 PM,3.25E+01,1.16E-02,4.96E+01,0.00E+00
1412543,2/25/23 11:52 PM,3.25E+01,1.16E-02,4.93E+01,0.00E+00
1412544,2/25/23 11:53 PM,3.24E+01,5.79E-03,4.92E+01,0.00E+00
1412545,2/25/23 11:54 PM,3.24E+01,1.01E-02,4.91E+01,0.00E+00
1412546,2/25/23 11:55 PM,3.24E+01,1.16E-02,4.91E+01,0.00E+00
1412547,2/25/23 11:56 PM,3.24E+01,1.45E-03,4.91E+01,0.00E+00
1412548,2/25/23 11:57 PM,3.23E+01,1.74E-02,4.91E+01,0.00E+00
1412549,2/25/23 11:58 PM,3.23E+01,0.00E+00,4.91E+01,0.00E+00
1412550,2/25/23 11:59 PM,3.23E+01,7.23E-03,4.91E+01,0.00E+00
1412551,2/26/23 12:00 AM,3.23E+01,1.30E-02,4.91E+01,0.00E+00
1412552,2/26/23 12:01 AM,3.23E+01,4.34E-03,4.91E+01,0.00E+00
1412553,2/26/23 12:02 AM,3.23E+01,1.45E-03,4.90E+01,0.00E+00
1412554,2/26/23 12:03 AM,3.22E+01,1.45E-03,4.87E+01,0.00E+00
1412555,2/26/23 12:04 AM,3.22E+01,4.34E-03,4.86E+01,0.00E+00
1412556,2/26/23 12:05 AM,3.22E+01,8.68E-03,4.85E+01,0.00E+00
1412557,2/26/23 12:06 AM,3.22E+01,7.23E-03,4.85E+01,0.00E+00
1412558,2/26/23 12:07 AM,3.22E+01,1.30E-02,4.84E+01,0.00E+00
1412559,2/26/23 12:08 AM,3.21E+01,5.79E-03,4.85E+01,0.00E+00
1412560,2/26/23 12:09 AM,3.21E+01,1.59E-02,4.84E+01,0.00E+00
1412561,2/26/23 12:10 AM,3.21E+01,1.01E-02,4.85E+01,0.00E+00
1412562,2/26/23 12:11 AM,3.21E+01,1.01E-02,4.86E+01,0.00E+00
1412563,2/26/23 12:12 AM,3.21E+01,4.34E-03,4.84E+01,0.00E+00
1412564,2/26/23 12:13 AM,3.20E+01,1.45E-02,4.85E+01,0.00E+00
1412565,2/26/23 12:14 AM,3.20E+01,1.45E-02,4.85E+01,0.00E+00
1412566,2/26/23 12:15 AM,3.20E+01,1.01E-02,4.84E+01,0.00E+00
1412567,2/26/23 12:16 AM,3.20E+01,1.45E-02,4.83E+01,0.00E+00
1412568,2/26/23 12:17 AM,3.20E+01,7.23E-03,4.82E+01,0.00E+00
1412569,2/26/23 12:18 AM,3.20E+01,0.00E+00,4.82E+01,0.00E+00
1412570,2/26/23 12:19 AM,3.19E+01,8.68E-03,4.82E+01,0.00E+00
1412571,2/26/23 12:20 AM,3.19E+01,2.31E-02,4.81E+01,0.00E+00
1412572,2/26/23 12:21 AM,3.19E+01,7.23E-03,4.80E+01,0.00E+00
1412573,2/26/23 12:22 AM,3.19E+01,0.00E+00,4.78E+01,0.00E+00
1412574,2/26/23 12:23 AM,3.19E+01,1.30E-02,4.75E+01,0.00E+00
1412575,2/26/23 12:24 AM,3.19E+01,2.17E-02,4.75E+01,0.00E+00
1412576,2/26/23 12:25 AM,3.19E+01,7.23E-03,4.75E+01,0.00E+00
1412577,2/26/23 12:26 AM,3.18E+01,4.34E-03,4.76E+01,0.00E+00
1412578,2/26/23 12:27 AM,3.18E+01,-5.79E-03,4.77E+01,0.00E+00
1412579,2/26/23 12:28 AM,3.18E+01,1.45E-02,4.77E+01,0.00E+00
1412580,2/26/23 12:29 AM,3.18E+01,2.17E-02,4.75E+01,0.00E+00
1412581,2/26/23 12:30 AM,3.18E+01,1.16E-02,4.74E+01,0.00E+00
1412582,2/26/23 12:31 AM,3.18E+01,7.23E-03,4.75E+01,0.00E+00
1412583,2/26/23 12:32 AM,3.18E+01,1.88E-02,4.73E+01,0.00E+00
1412584,2/26/23 12:33 AM,3.17E+01,8.68E-03,4.70E+01,0.00E+00
1412585,2/26/23 12:34 AM,3.17E+01,1.01E-02,4.69E+01,0.00E+00
1412586,2/26/23 12:35 AM,3.17E+01,1.88E-02,4.68E+01,0.00E+00
1412587,2/26/23 12:36 AM,3.17E+01,1.88E-02,4.69E+01,0.00E+00
1412588,2/26/23 12:37 AM,3.17E+01,1.45E-02,4.68E+01,0.00E+00
1412589,2/26/23 12:38 AM,3.17E+01,5.79E-03,4.70E+01,0.00E+00
1412590,2/26/23 12:39 AM,3.17E+01,1.45E-02,4.70E+01,0.00E+00
1412591,2/26/23 12:40 AM,3.17E+01,4.34E-03,4.70E+01,0.00E+00
1412592,2/26/23 12:41 AM,3.17E+01,1.45E-02,4.69E+01,0.00E+00
1412593,2/26/23 12:42 AM,3.17E+01,1.30E-02,4.68E+01,0.00E+00
1412594,2/26/23 12:43 AM,3.17E+01,1.01E-02,4.69E+01,0.00E+00
1412595,2/26/23 12:44 AM,3.17E+01,7.23E-03,4.68E+01,0.00E+00
1412596,2/26/23 12:45 AM,3.17E+01,1.59E-02,4.68E+01,0.00E+00
1412597,2/26/23 12:46 AM,3.16E+01,2.31E-02,4.67E+01,0.00E+00
1412598,2/26/23 12:47 AM,3.16E+01,1.74E-02,4.65E+01,0.00E+00
1412599,2/26/23 12:48 AM,3.16E+01,1.30E-02,4.66E+01,0.00E+00
1412600,2/26/23 12:49 AM,3.16E+01,1.30E-02,4.65E+01,0.00E+00
1412601,2/26/23 12:50 AM,3.16E+01,1.45E-03,4.64E+01,0.00E+00
1412602,2/26/23 12:51 AM,3.16E+01,5.79E-03,4.63E+01,0.00E+00
1412603,2/26/23 12:52 AM,3.16E+01,1.30E-02,4.63E+01,0.00E+00
1412604,2/26/23 12:53 AM,3.16E+01,5.79E-03,4.63E+01,0.00E+00
1412605,2/26/23 12:54 AM,3.16E+01,1.59E-02,4.61E+01,0.00E+00
1412606,2/26/23 12:55 AM,3.15E+01,1.88E-02,4.59E+01,0.00E+00
1412607,2/26/23 12:56 AM,3.15E+01,5.79E-03,4.57E+01,0.00E+00
1412608,2/26/23 12:57 AM,3.15E+01,1.01E-02,4.54E+01,0.00E+00
1412609,2/26/23 12:58 AM,3.15E+01,1.88E-02,4.52E+01,0.00E+00
1412610,2/26/23 12:59 AM,3.15E+01,2.31E-02,4.52E+01,0.00E+00
1412611,2/26/23 1:00 AM,3.15E+01,2.31E-02,4.52E+01,0.00E+00
1412612,2/26/23 1:01 AM,3.15E+01,8.68E-03,4.54E+01,0.00E+00
1412613,2/26/23 1:02 AM,3.15E+01,1.45E-02,4.52E+01,0.00E+00
1412614,2/26/23 1:03 AM,3.15E+01,1.30E-02,4.52E+01,0.00E+00
1412615,2/26/23 1:04 AM,3.15E+01,1.45E-02,4.51E+01,0.00E+00
1412616,2/26/23 1:05 AM,3.14E+01,8.68E-03,4.48E+01,0.00E+00
1412617,2/26/23 1:06 AM,3.14E+01,1.01E-02,4.46E+01,0.00E+00
1412618,2/26/23 1:07 AM,3.14E+01,8.68E-03,4.46E+01,0.00E+00
1412619,2/26/23 1:08 AM,3.14E+01,1.16E-02,4.45E+01,0.00E+00
1412620,2/26/23 1:09 AM,3.14E+01,4.34E-03,4.44E+01,0.00E+00
1412621,2/26/23 1:10 AM,3.14E+01,1.45E-02,4.43E+01,0.00E+00
1412622,2/26/23 1:11 AM,3.14E+01,2.31E-02,4.44E+01,0.00E+00
1412623,2/26/23 1:12 AM,3.14E+01,7.23E-03,4.44E+01,0.00E+00
1412624,2/26/23 1:13 AM,3.14E+01,5.79E-03,4.44E+01,0.00E+00
1412625,2/26/23 1:14 AM,3.13E+01,8.68E-03,4.46E+01,0.00E+00
1412626,2/26/23 1:15 AM,3.13E+01,4.34E-03,4.46E+01,0.00E+00
1412627,2/26/23 1:16 AM,3.13E+01,1.30E-02,4.46E+01,0.00E+00
1412628,2/26/23 1:17 AM,3.13E+01,2.89E-03,4.44E+01,0.00E+00
1412629,2/26/23 1:18 AM,3.13E+01,1.74E-02,4.43E+01,0.00E+00
1412630,2/26/23 1:19 AM,3.13E+01,2.89E-03,4.42E+01,0.00E+00
1412631,2/26/23 1:20 AM,3.13E+01,1.30E-02,4.42E+01,0.00E+00
1412632,2/26/23 1:21 AM,3.13E+01,1.45E-03,4.41E+01,0.00E+00
1412633,2/26/23 1:22 AM,3.13E+01,5.79E-03,4.40E+01,0.00E+00
1412634,2/26/23 1:23 AM,3.13E+01,1.45E-02,4.40E+01,0.00E+00
1412635,2/26/23 1:24 AM,3.13E+01,5.79E-03,4.41E+01,0.00E+00
1412636,2/26/23 1:25 AM,3.13E+01,1.74E-02,4.43E+01,0.00E+00
1412637,2/26/23 1:26 AM,3.12E+01,1.01E-02,4.43E+01,0.00E+00
1412638,2/26/23 1:27 AM,3.12E+01,7.23E-03,4.42E+01,0.00E+00
1412639,2/26/23 1:28 AM,3.12E+01,1.30E-02,4.41E+01,0.00E+00
1412640,2/26/23 1:29 AM,3.12E+01,1.30E-02,4.39E+01,0.00E+00
1412641,2/26/23 1:30 AM,3.12E+01,2.31E-02,4.39E+01,0.00E+00
1412642,2/26/23 1:31 AM,3.12E+01,2.60E-02,4.39E+01,0.00E+00
1412643,2/26/23 1:32 AM,3.12E+01,2.75E-02,4.38E+01,0.00E+00
1412644,2/26/23 1:33 AM,3.12E+01,1.30E-02,4.38E+01,0.00E+00
1412645,2/26/23 1:34 AM,3.12E+01,1.45E-02,4.37E+01,0.00E+00
1412646,2/26/23 1:35 AM,3.12E+01,4.34E-03,4.35E+01,0.00E+00
1412647,2/26/23 1:36 AM,3.12E+01,1.59E-02,4.33E+01,0.00E+00
1412648,2/26/23 1:37 AM,3.11E+01,1.16E-02,4.32E+01,0.00E+00
1412649,2/26/23 1:38 AM,3.11E+01,1.01E-02,4.32E+01,0.00E+00
1412650,2/26/23 1:39 AM,3.11E+01,1.59E-02,4.30E+01,0.00E+00
1412651,2/26/23 1:40 AM,3.11E+01,3.18E-02,4.29E+01,0.00E+00
1412652,2/26/23 1:41 AM,3.11E+01,1.01E-02,4.29E+01,0.00E+00
1412653,2/26/23 1:42 AM,3.11E+01,2.17E-02,4.27E+01,0.00E+00
1412654,2/26/23 1:43 AM,3.10E+01,1.30E-02,4.26E+01,0.00E+00
1412655,2/26/23 1:44 AM,3.10E+01,1.45E-02,4.25E+01,0.00E+00
1412656,2/26/23 1:45 AM,3.10E+01,1.59E-02,4.25E+01,0.00E+00
1412657,2/26/23 1:46 AM,3.10E+01,1.01E-02,4.25E+01,0.00E+00
1412658,2/26/23 1:47 AM,3.10E+01,1.16E-02,4.24E+01,0.00E+00
1412659,2/26/23 1:48 AM,3.09E+01,1.74E-02,4.25E+01,0.00E+00
1412660,2/26/23 1:49 AM,3.09E+01,8.68E-03,4.24E+01,0.00E+00
1412661,2/26/23 1:50 AM,3.09E+01,7.23E-03,4.24E+01,0.00E+00
1412662,2/26/23 1:51 AM,3.09E+01,8.68E-03,4.23E+01,0.00E+00
1412663,2/26/23 1:52 AM,3.08E+01,1.74E-02,4.24E+01,0.00E+00
1412664,2/26/23 1:53 AM,3.08E+01,1.16E-02,4.23E+01,0.00E+00
1412665,2/26/23 1:54 AM,3.08E+01,-2.89E-03,4.23E+01,0.00E+00
1412666,2/26/23 1:55 AM,3.08E+01,-1.45E-03,4.22E+01,0.00E+00
1412667,2/26/23 1:56 AM,3.08E+01,-5.79E-03,4.23E+01,0.00E+00
1412668,2/26/23 1:57 AM,3.07E+01,-4.34E-03,4.22E+01,0.00E+00
1412669,2/26/23 1:58 AM,3.07E+01,2.89E-03,4.21E+01,0.00E+00
1412670,2/26/23 1:59 AM,3.07E+01,-7.23E-03,4.21E+01,0.00E+00
1412671,2/26/23 2:00 AM,3.07E+01,-1.45E-03,4.21E+01,0.00E+00
1412672,2/26/23 2:01 AM,3.07E+01,0.00E+00,4.21E+01,0.00E+00
1412673,2/26/23 2:02 AM,3.07E+01,-1.16E-02,4.22E+01,0.00E+00
1412674,2/26/23 2:03 AM,3.07E+01,1.45E-03,4.21E+01,0.00E+00
1412675,2/26/23 2:04 AM,3.07E+01,0.00E+00,4.19E+01,0.00E+00
1412676,2/26/23 2:05 AM,3.07E+01,0.00E+00,4.19E+01,0.00E+00
1412677,2/26/23 2:06 AM,3.07E+01,-1.45E-03,4.19E+01,0.00E+00
1412678,2/26/23 2:07 AM,3.06E+01,0.00E+00,4.18E+01,0.00E+00
1412679,2/26/23 2:08 AM,3.06E+01,-1.45E-03,4.18E+01,0.00E+00
1412680,2/26/23 2:09 AM,3.06E+01,-2.89E-03,4.17E+01,0.00E+00
1412681,2/26/23 2:10 AM,3.06E+01,0.00E+00,4.17E+01,0.00E+00
1412682,2/26/23 2:11 AM,3.06E+01,0.00E+00,4.17E+01,0.00E+00
1412683,2/26/23 2:12 AM,3.06E+01,0.00E+00,4.18E+01,0.00E+00
1412684,2/26/23 2:13 AM,3.06E+01,5.79E-03,4.18E+01,0.00E+00
1412685,2/26/23 2:14 AM,3.06E+01,1.45E-03,4.16E+01,0.00E+00
1412686,2/26/23 2:15 AM,3.06E+01,8.68E-03,4.17E+01,0.00E+00
1412687,2/26/23 2:16 AM,3.06E+01,5.79E-03,4.15E+01,0.00E+00
1412688,2/26/23 2:17 AM,3.06E+01,1.01E-02,4.13E+01,0.00E+00
1412689,2/26/23 2:18 AM,3.06E+01,1.30E-02,4.14E+01,0.00E+00
1412690,2/26/23 2:19 AM,3.06E+01,2.89E-03,4.15E+01,0.00E+00
1412691,2/26/23 2:20 AM,3.05E+01,4.34E-03,4.14E+01,0.00E+00
1412692,2/26/23 2:21 AM,3.05E+01,-1.45E-03,4.16E+01,0.00E+00
1412693,2/26/23 2:22 AM,3.05E+01,0.00E+00,4.17E+01,0.00E+00
1412694,2/26/23 2:23 AM,3.05E+01,-4.34E-03,4.17E+01,0.00E+00
1412695,2/26/23 2:24 AM,3.05E+01,-7.23E-03,4.16E+01,0.00E+00
1412696,2/26/23 2:25 AM,3.04E+01,1.45E-02,4.16E+01,0.00E+00
1412697,2/26/23 2:26 AM,3.04E+01,0.00E+00,4.15E+01,0.00E+00
1412698,2/26/23 2:27 AM,3.04E+01,1.45E-03,4.12E+01,0.00E+00
1412699,2/26/23 2:28 AM,3.04E+01,7.23E-03,4.12E+01,0.00E+00
1412700,2/26/23 2:29 AM,3.04E+01,0.00E+00,4.11E+01,0.00E+00
1412701,2/26/23 2:30 AM,3.04E+01,8.68E-03,4.10E+01,0.00E+00
1412702,2/26/23 2:31 AM,3.04E+01,7.23E-03,4.10E+01,0.00E+00
1412703,2/26/23 2:32 AM,3.04E+01,0.00E+00,4.10E+01,0.00E+00
1412704,2/26/23 2:33 AM,3.04E+01,0.00E+00,4.10E+01,0.00E+00
1412705,2/26/23 2:34 AM,3.04E+01,0.00E+00,4.10E+01,0.00E+00
1412706,2/26/23 2:35 AM,3.03E+01,5.79E-03,4.09E+01,0.00E+00
1412707,2/26/23 2:36 AM,3.03E+01,-1.45E-03,4.08E+01,0.00E+00
1412708,2/26/23 2:37 AM,3.03E+01,1.88E-02,4.08E+01,0.00E+00
1412709,2/26/23 2:38 AM,3.03E+01,8.68E-03,4.08E+01,0.00E+00
1412710,2/26/23 2:39 AM,3.03E+01,8.68E-03,4.07E+01,0.00E+00
1412711,2/26/23 2:40 AM,3.03E+01,4.34E-03,4.08E+01,0.00E+00
1412712,2/26/23 2:41 AM,3.03E+01,1.59E-02,4.07E+01,0.00E+00
1412713,2/26/23 2:42 AM,3.03E+01,7.23E-03,4.07E+01,0.00E+00
1412714,2/26/23 2:43 AM,3.03E+01,2.03E-02,4.08E+01,0.00E+00
1412715,2/26/23 2:44 AM,3.03E+01,8.68E-03,4.07E+01,0.00E+00
1412716,2/26/23 2:45 AM,3.03E+01,1.01E-02,4.05E+01,0.00E+00
1412717,2/26/23 2:46 AM,3.03E+01,1.45E-02,4.04E+01,0.00E+00
1412718,2/26/23 2:47 AM,3.03E+01,8.68E-03,4.02E+01,0.00E+00
1412719,2/26/23 2:48 AM,3.02E+01,1.30E-02,4.01E+01,0.00E+00
1412720,2/26/23 2:49 AM,3.02E+01,1.88E-02,4.00E+01,0.00E+00
1412721,2/26/23 2:50 AM,3.02E+01,1.30E-02,3.99E+01,0.00E+00
1412722,2/26/23 2:51 AM,3.02E+01,1.30E-02,3.99E+01,0.00E+00
1412723,2/26/23 2:52 AM,3.02E+01,2.89E-03,3.98E+01,0.00E+00
1412724,2/26/23 2:53 AM,3.02E+01,2.17E-02,3.99E+01,0.00E+00
1412725,2/26/23 2:54 AM,3.02E+01,7.23E-03,4.00E+01,0.00E+00
1412726,2/26/23 2:55 AM,3.02E+01,1.74E-02,3.99E+01,0.00E+00
1412727,2/26/23 2:56 AM,3.02E+01,0.00E+00,3.99E+01,0.00E+00
1412728,2/26/23 2:57 AM,3.02E+01,1.30E-02,4.00E+01,0.00E+00
1412729,2/26/23 2:58 AM,3.02E+01,2.03E-02,4.01E+01,0.00E+00
1412730,2/26/23 2:59 AM,3.02E+01,4.92E-02,4.00E+01,0.00E+00
1412731,2/26/23 3:00 AM,3.02E+01,4.48E-02,3.99E+01,0.00E+00
1412732,2/26/23 3:01 AM,3.02E+01,1.01E-02,3.99E+01,0.00E+00
1412733,2/26/23 3:02 AM,3.02E+01,3.33E-02,3.99E+01,0.00E+00
1412734,2/26/23 3:03 AM,3.02E+01,1.59E-02,4.00E+01,0.00E+00
1412735,2/26/23 3:04 AM,3.02E+01,1.59E-02,4.00E+01,0.00E+00
1412736,2/26/23 3:05 AM,3.02E+01,2.75E-02,4.00E+01,0.00E+00
1412737,2/26/23 3:06 AM,3.02E+01,7.23E-03,3.99E+01,0.00E+00
1412738,2/26/23 3:07 AM,3.02E+01,1.30E-02,3.98E+01,0.00E+00
1412739,2/26/23 3:08 AM,3.02E+01,1.01E-02,3.98E+01,0.00E+00
1412740,2/26/23 3:09 AM,3.02E+01,8.68E-03,3.98E+01,0.00E+00
1412741,2/26/23 3:10 AM,3.02E+01,1.16E-02,3.98E+01,0.00E+00
1412742,2/26/23 3:11 AM,3.03E+01,7.23E-03,3.96E+01,0.00E+00
1412743,2/26/23 3:12 AM,3.03E+01,1.01E-02,3.95E+01,0.00E+00
1412744,2/26/23 3:13 AM,3.03E+01,1.16E-02,3.93E+01,0.00E+00
1412745,2/26/23 3:14 AM,3.03E+01,2.89E-03,3.92E+01,0.00E+00
1412746,2/26/23 3:15 AM,3.03E+01,1.74E-02,3.91E+01,0.00E+00
1412747,2/26/23 3:16 AM,3.03E+01,2.89E-03,3.91E+01,0.00E+00
1412748,2/26/23 3:17 AM,3.03E+01,0.00E+00,3.91E+01,0.00E+00
1412749,2/26/23 3:18 AM,3.03E+01,1.01E-02,3.90E+01,0.00E+00
1412750,2/26/23 3:19 AM,3.03E+01,1.88E-02,3.91E+01,0.00E+00
1412751,2/26/23 3:20 AM,3.03E+01,1.01E-02,3.91E+01,0.00E+00
1412752,2/26/23 3:21 AM,3.03E+01,2.03E-02,3.90E+01,0.00E+00
1412753,2/26/23 3:22 AM,3.03E+01,5.79E-03,3.90E+01,0.00E+00
1412754,2/26/23 3:23 AM,3.03E+01,5.79E-03,3.91E+01,0.00E+00
1412755,2/26/23 3:24 AM,3.03E+01,7.23E-03,3.91E+01,0.00E+00
1412756,2/26/23 3:25 AM,3.04E+01,1.74E-02,3.90E+01,0.00E+00
1412757,2/26/23 3:26 AM,3.04E+01,2.89E-03,3.90E+01,0.00E+00
1412758,2/26/23 3:27 AM,3.04E+01,1.88E-02,3.90E+01,0.00E+00
1412759,2/26/23 3:28 AM,3.04E+01,2.03E-02,3.89E+01,0.00E+00
1412760,2/26/23 3:29 AM,3.04E+01,1.01E-02,3.88E+01,0.00E+00
1412761,2/26/23 3:30 AM,3.04E+01,1.88E-02,3.88E+01,0.00E+00
1412762,2/26/23 3:31 AM,3.04E+01,8.68E-03,3.89E+01,0.00E+00
1412763,2/26/23 3:33 AM,3.04E+01,1.30E-02,3.88E+01,0.00E+00
1412764,2/26/23 3:34 AM,3.04E+01,1.45E-02,3.88E+01,0.00E+00
1412765,2/26/23 3:35 AM,3.04E+01,4.34E-03,3.87E+01,0.00E+00
1412766,2/26/23 3:36 AM,3.05E+01,1.01E-02,3.86E+01,0.00E+00
1412767,2/26/23 3:37 AM,3.05E+01,8.68E-03,3.86E+01,0.00E+00
1412768,2/26/23 3:38 AM,3.05E+01,1.45E-03,3.86E+01,0.00E+00
1412769,2/26/23 3:39 AM,3.05E+01,0.00E+00,3.86E+01,0.00E+00
1412770,2/26/23 3:40 AM,3.05E+01,1.01E-02,3.86E+01,0.00E+00
1412771,2/26/23 3:41 AM,3.05E+01,8.68E-03,3.86E+01,0.00E+00
1412772,2/26/23 3:42 AM,1.16E+02,6.26E-01,8.99E+01,0.00E+00
1412773,2/26/23 3:43 AM,1.23E+02,1.12E+00,1.02E+02,0.00E+00
1412774,2/26/23 3:44 AM,1.29E+02,1.50E+00,1.09E+02,0.00E+00
1412775,2/26/23 3:45 AM,1.33E+02,1.92E+00,1.15E+02,0.00E+00
1412776,2/26/23 3:46 AM,1.37E+02,2.29E+00,1.21E+02,0.00E+00
1412777,2/26/23 3:47 AM,1.40E+02,2.61E+00,1.27E+02,0.00E+00
1412778,2/26/23 3:48 AM,1.44E+02,2.96E+00,1.32E+02,0.00E+00
1412779,2/26/23 3:49 AM,1.46E+02,3.20E+00,1.35E+02,0.00E+00
1412780,2/26/23 3:50 AM,1.49E+02,3.49E+00,1.38E+02,0.00E+00
1412781,2/26/23 3:51 AM,1.51E+02,3.84E+00,1.41E+02,0.00E+00
1412782,2/26/23 3:52 AM,1.54E+02,4.22E+00,1.45E+02,0.00E+00
1412783,2/26/23 3:53 AM,1.56E+02,4.56E+00,1.47E+02,0.00E+00
1412784,2/26/23 3:54 AM,1.58E+02,4.84E+00,1.49E+02,0.00E+00
1412785,2/26/23 3:55 AM,1.61E+02,5.16E+00,1.52E+02,0.00E+00
1412786,2/26/23 3:56 AM,1.63E+02,5.44E+00,1.55E+02,0.00E+00
1412787,2/26/23 3:57 AM,1.64E+02,5.67E+00,1.57E+02,0.00E+00
1412788,2/26/23 3:58 AM,1.66E+02,5.91E+00,1.59E+02,0.00E+00
1412789,2/26/23 3:59 AM,1.66E+02,6.01E+00,1.59E+02,0.00E+00
1412790,2/26/23 4:00 AM,1.65E+02,5.90E+00,1.58E+02,0.00E+00
1412791,2/26/23 4:01 AM,1.62E+02,5.29E+00,1.57E+02,0.00E+00
1412792,2/26/23 4:02 AM,1.59E+02,4.80E+00,1.54E+02,0.00E+00
1412793,2/26/23 4:03 AM,1.55E+02,4.52E+00,1.52E+02,0.00E+00
1412794,2/26/23 4:04 AM,1.51E+02,4.34E+00,1.51E+02,0.00E+00
1412795,2/26/23 4:05 AM,1.48E+02,4.17E+00,1.49E+02,0.00E+00
1412796,2/26/23 4:06 AM,1.45E+02,4.01E+00,1.47E+02,0.00E+00
1412797,2/26/23 4:07 AM,1.41E+02,3.88E+00,1.46E+02,0.00E+00
1412798,2/26/23 4:08 AM,1.37E+02,4.27E+00,1.48E+02,0.00E+00
1412799,2/26/23 4:09 AM,1.35E+02,4.16E+00,1.47E+02,0.00E+00
1412800,2/26/23 4:10 AM,1.33E+02,4.07E+00,1.47E+02,0.00E+00
1412801,2/26/23 4:11 AM,1.30E+02,3.98E+00,1.47E+02,0.00E+00
1412802,2/26/23 4:12 AM,1.27E+02,3.93E+00,1.46E+02,0.00E+00
1412803,2/26/23 4:13 AM,1.23E+02,3.75E+00,1.45E+02,0.00E+00
1412804,2/26/23 4:14 AM,1.20E+02,3.63E+00,1.43E+02,0.00E+00
1412805,2/26/23 4:16 AM,1.15E+02,4.31E+00,1.47E+02,0.00E+00
1412806,2/26/23 4:17 AM,1.22E+02,3.81E+00,1.46E+02,0.00E+00
1412807,2/26/23 4:18 AM,1.22E+02,3.66E+00,1.44E+02,0.00E+00
1412808,2/26/23 4:19 AM,1.19E+02,3.52E+00,1.43E+02,0.00E+00
1412809,2/26/23 4:20 AM,1.17E+02,3.39E+00,1.42E+02,0.00E+00
